audio_filename,transcription,video_id,segment_num,start_time,duration,timestamp_range,transcription_length
Bhqxmo9GVwo_seg031.wav,"RUNWAY HEADING, UP TO 3,000, PIEDMONT 5969.",Bhqxmo9GVwo,31,141,2,[02:21 - 02:23],43
Bhqxmo9GVwo_seg032.wav,"PIEDMONT 5969, CONTACT APPROACH 124.35.",Bhqxmo9GVwo,32,143,3,[02:23 - 02:26],39
Bhqxmo9GVwo_seg033.wav,"24.35, 5969.",Bhqxmo9GVwo,33,147,2,[02:27 - 02:29],12
Bhqxmo9GVwo_seg034.wav,"JEFFSTAT 5, YOU CAN PROCEED ON COURSE.",Bhqxmo9GVwo,34,151,2,[02:31 - 02:33],38
Bhqxmo9GVwo_seg035.wav,"DEPARTURE, PIEDMONT 5969 ON THE GO, 2.6 FOR 3,000, RUNWAY HEADING.",Bhqxmo9GVwo,35,157,3,[02:37 - 02:40],66
Bhqxmo9GVwo_seg036.wav,"PIEDMONT 5969, PHILADELPHIA DEPARTURE, RADAR CONTACT. AND YOU CAN EXPECT THE ILS-V RUNWAY 9R.",Bhqxmo9GVwo,36,163,4,[02:43 - 02:47],93
Bhqxmo9GVwo_seg037.wav,...5969.,Bhqxmo9GVwo,37,169,1,[02:49 - 02:50],8
Bhqxmo9GVwo_seg038.wav,"JEFFSTAT 5, LANDING AT YOUR OWN RISK, RADAR SERVICE IS TERMINATED, FREQUENCY CHANGE APPROVED.",Bhqxmo9GVwo,38,170,3,[02:50 - 02:53],93
Bhqxmo9GVwo_seg039.wav,"JEFFSTAT 5, THANKS.",Bhqxmo9GVwo,39,174,1,[02:54 - 02:55],19
Bhqxmo9GVwo_seg040.wav,"PIEDMONT 5969, WHAT WAS THE REASON?",Bhqxmo9GVwo,40,177,1,[02:57 - 02:58],35
Bhqxmo9GVwo_seg041.wav,"THAT HELICOPTER WAS LOOKING PRETTY CLOSE TO US, PIEDMONT 5969.",Bhqxmo9GVwo,41,179,4,[02:59 - 03:03],62
Bhqxmo9GVwo_seg042.wav,"PIEDMONT 5969, TURN RIGHT HEADING 260, VECTOR TO FINAL.",Bhqxmo9GVwo,42,184,3,[03:04 - 03:07],55
Bhqxmo9GVwo_seg043.wav,"RIGHT 260, VECTOR FINAL, PIEDMONT 5969.",Bhqxmo9GVwo,43,187,3,[03:07 - 03:10],39
Bs1cyvppYRE_seg001.wav,AIRPLANE LANDED ON RUNWAY 10 AT LAKELAND LINDER INTERNATIONAL AIRPORT AND CHANGED FREQUENCY TO GROUND CONTROL AFTER CLEARING THE RUNWAY.,Bs1cyvppYRE,1,12,8,[00:12 - 00:20],136
Bs1cyvppYRE_seg002.wav,"95C, ARE YOU ON GROUND FREQ?",Bs1cyvppYRE,2,26,1,[00:26 - 00:27],28
Bs1cyvppYRE_seg003.wav,"YES SIR, I AM.",Bs1cyvppYRE,3,28,1,[00:28 - 00:29],14
Bs1cyvppYRE_seg004.wav,"ROGER. YOU'RE NOT SUPPOSED TO GO THAT WAY, THAT'S G.",Bs1cyvppYRE,4,31,3,[00:31 - 00:34],52
Bs1cyvppYRE_seg005.wav,"YOU'RE SUPPOSED TO GO ON J, YOU CAN'T GO THAT WAY.",Bs1cyvppYRE,5,33,1,[00:33 - 00:34],50
Bs1cyvppYRE_seg006.wav,CAN YOU COME BACK TO THE INTERSECTION HERE AND MAKE A 180°?,Bs1cyvppYRE,6,35,2,[00:35 - 00:37],59
Bs1cyvppYRE_seg007.wav,"STRAIGHT AHEAD AND WHEN YOU GET IT TO THE ""Y"" THERE, MAKE A 180° BACK AND TAXI BACK OUT G, A AND J.",Bs1cyvppYRE,7,40,6,[00:40 - 00:46],99
Bs1cyvppYRE_seg008.wav,"OKAY, MY PARTNER IN THE BACK SAYS THAT WE NEED TO GO TO GULF COAST, SO ARE WE GOING THE RIGHT WAY FOR THE GULF...",Bs1cyvppYRE,8,48,6,[00:48 - 00:54],113
Bs1cyvppYRE_seg009.wav,"IF YOU'RE GOING TO GULF COAST, YOU JUST GOTTA TELL US WHAT YOU'RE DOING SO WE KNOW WHERE YOU'RE GOING.",Bs1cyvppYRE,9,54,3,[00:54 - 00:57],102
Bs1cyvppYRE_seg010.wav,TAXI STRAIGHT AHEAD ON G.,Bs1cyvppYRE,10,58,1,[00:58 - 00:59],25
Bs1cyvppYRE_seg011.wav,"YEAH, THAT'S OBVIOUS, I NEED TO TELL YOU WHERE I'M GOING.",Bs1cyvppYRE,11,60,3,[01:00 - 01:03],57
Bs1cyvppYRE_seg012.wav,"I WASN'T QUITE SURE IF YOU COULD UNDERSTAND THAT, 95C.",Bs1cyvppYRE,12,63,3,[01:03 - 01:06],54
Bs1cyvppYRE_seg013.wav,"ROGER. YEAH, JUST BEFORE YOU START TAXIING, LET THE OTHER GUY KNOW WHEN HE TAXI IN, SAY -HEY, I NEED TO GO SOMEWHERE DIFFERENT.",Bs1cyvppYRE,13,67,6,[01:07 - 01:13],127
Bs1cyvppYRE_seg014.wav,"OF COURSE... OF COURSE, I UNDERSTAND THAT.",Bs1cyvppYRE,14,75,2,[01:15 - 01:17],42
Bs1cyvppYRE_seg015.wav,DON'T LECTURE ME!,Bs1cyvppYRE,15,78,1,[01:18 - 01:19],17
Bs1cyvppYRE_seg016.wav,"DO WHAT YOU'RE SUPPOSED TO DO THEN, SIR.",Bs1cyvppYRE,16,81,1,[01:21 - 01:22],40
Bs1cyvppYRE_seg017.wav,"HEY, DON'T GET SMART EITHER!",Bs1cyvppYRE,17,82,2,[01:22 - 01:24],28
Bs1cyvppYRE_seg018.wav,DO WHAT YOU'RE SUPPOSED TO DO.,Bs1cyvppYRE,18,85,1,[01:25 - 01:26],30
Bs1cyvppYRE_seg019.wav,"YEAH, I'M STOPPING YOU FROM GOING WHERE YOU'RE NOT SUPPOSED TO GO INITIALLY.",Bs1cyvppYRE,19,88,3,[01:28 - 01:31],76
Bs1cyvppYRE_seg020.wav,THANK YOU.,Bs1cyvppYRE,20,91,1,[01:31 - 01:32],10
Bs1cyvppYRE_seg021.wav,NO THANK YOU. THERE'S NO THANK YOU THERE.,Bs1cyvppYRE,21,92,2,[01:32 - 01:34],41
Bs1cyvppYRE_seg022.wav,YOU'RE JUST BEING A WISE GUY.,Bs1cyvppYRE,22,94,2,[01:34 - 01:36],29
Bs1cyvppYRE_seg023.wav,"JUST DOING MY JOB, SIR.",Bs1cyvppYRE,23,97,1,[01:37 - 01:38],23
Bs1cyvppYRE_seg024.wav,YOU'RE HILARIOUS!,Bs1cyvppYRE,24,100,1,[01:40 - 01:41],17
Bs1cyvppYRE_seg025.wav,"DO ME A FAVOR, WHEN YOU GET IN TO PARKING...",Bs1cyvppYRE,25,102,2,[01:42 - 01:44],44
Bs1cyvppYRE_seg026.wav,...I'M GONNA GIVE YOU A PHONE NUMBER TO CALL.,Bs1cyvppYRE,26,105,1,[01:45 - 01:46],45
Bs1cyvppYRE_seg027.wav,I AM NOT CALLING YOU!,Bs1cyvppYRE,27,107,2,[01:47 - 01:49],21
Bs1cyvppYRE_seg028.wav,THERE'LL BE A PHONE CALL TODAY.,Bs1cyvppYRE,28,111,1,[01:51 - 01:52],31
Bs1cyvppYRE_seg029.wav,BIG DEAL.,Bs1cyvppYRE,29,113,1,[01:53 - 01:54],9
Cb47zdaOFvQ_seg005.wav,JIA534 CANADAIR REGIONAL JET CRJ-700,Cb47zdaOFvQ,5,12,2,[00:12 - 00:14],36
Cb47zdaOFvQ_seg006.wav,"TOWER, BLUESTREAK 5342 ON MOUNT VERNON, VISUAL RUNWAY 1.",Cb47zdaOFvQ,6,14,3,[00:14 - 00:17],56
Cb47zdaOFvQ_seg007.wav,"BLUESTREAK 5342, WASHINGTON TOWER. WINDS ARE 320 AT 17 GUSTS 25. CAN YOU TAKE RUNWAY 33?",Cb47zdaOFvQ,7,18,6,[00:18 - 00:24],88
Cb47zdaOFvQ_seg008.wav,"YEAH, WE CAN DO 33 FOR BLUESTREAK 5342.",Cb47zdaOFvQ,8,25,2,[00:25 - 00:27],39
Cb47zdaOFvQ_seg009.wav,"BLUESTREAK 5342, AS YOU CROSS THE BRIDGE, CHANGE TO RUNWAY 33. RUNWAY 33 CLEARED TO LAND.",Cb47zdaOFvQ,9,28,6,[00:28 - 00:34],89
Cb47zdaOFvQ_seg010.wav,"CHANGE TO RUNWAY 33. RUNWAY 33 CLEARED TO LAND, BLUESTREAK 5342.",Cb47zdaOFvQ,10,35,4,[00:35 - 00:39],64
Cb47zdaOFvQ_seg011.wav,ABOUT 1 MINUTES LATER...,Cb47zdaOFvQ,11,44,2,[00:44 - 00:46],24
Cb47zdaOFvQ_seg014.wav,PAT25 SIKORSKY UH-60 BLACK HAWK,Cb47zdaOFvQ,14,51,6,[00:51 - 00:57],31
Cb47zdaOFvQ_seg015.wav,"PAT25, TRAFFIC JUST SOUTH OF THE WOODROW BRIDGE, A CRJ. IT'S 1,200 FEET SETTING UP FOR RUNWAY 33.",Cb47zdaOFvQ,15,51,5,[00:51 - 00:56],97
Cb47zdaOFvQ_seg016.wav,"PAT25 HAS THE TRAFFIC IN SIGHT, REQUEST VISUAL SEPARATION.",Cb47zdaOFvQ,16,58,2,[00:58 - 01:00],58
Cb47zdaOFvQ_seg017.wav,"AMERICAN 1630, TOWER, RUNWAY 1, LINE UP AND WAIT. TRAFFIC'S 2 OUT FOR RUNWAY 33, THERE IS TRAFFIC ON 6 MILE FINAL.",Cb47zdaOFvQ,17,62,5,[01:02 - 01:07],114
Cb47zdaOFvQ_seg018.wav,"LINE UP AND WAIT RUNWAY 1, AMERICAN 1630.",Cb47zdaOFvQ,18,68,2,[01:08 - 01:10],41
Cb47zdaOFvQ_seg019.wav,"BLUESTREAK 5307, KEEP ROLLING OUT TO N, GROUND .7, GOOD DAY.",Cb47zdaOFvQ,19,73,3,[01:13 - 01:16],60
Cb47zdaOFvQ_seg020.wav,"NOVEMBER, GROUND .7.",Cb47zdaOFvQ,20,77,1,[01:17 - 01:18],20
Cb47zdaOFvQ_seg021.wav,"AMERICAN 1630, WINDS ARE 320 AT 14 GUSTS 25. TRAFFIC'S 2 MILE LEFT BASE FOR RUNWAY 33. NO DELAY, RUNWAY 1 CLEARED FOR IMMEDIATE TAKEOFF.",Cb47zdaOFvQ,21,81,7,[01:21 - 01:28],136
Cb47zdaOFvQ_seg022.wav,"NUMBER 1, CLEARED FOR TAKEOFF, AMERICAN 1630.",Cb47zdaOFvQ,22,88,3,[01:28 - 01:31],45
Cb47zdaOFvQ_seg023.wav,ALERT WARNING SOUND.,Cb47zdaOFvQ,23,95,1,[01:35 - 01:36],20
Cb47zdaOFvQ_seg024.wav,"PAT25, DO YOU HAVE THE CRJ IN SIGHT?",Cb47zdaOFvQ,24,98,1,[01:38 - 01:39],36
Cb47zdaOFvQ_seg025.wav,"PAT25, PASS BEHIND THE CRJ.",Cb47zdaOFvQ,25,100,2,[01:40 - 01:42],27
Cb47zdaOFvQ_seg026.wav,"PAT25 HAS THE AIRCRAFT IN SIGHT, REQUEST VISUAL SEPARATION.",Cb47zdaOFvQ,26,103,2,[01:43 - 01:45],59
Cb47zdaOFvQ_seg027.wav,VISUAL SEPARATION...,Cb47zdaOFvQ,27,106,1,[01:46 - 01:47],20
Cb47zdaOFvQ_seg028.wav,AMERICAN 472 BY BADDN ON THE VISUAL.,Cb47zdaOFvQ,28,111,2,[01:51 - 01:53],36
Cb47zdaOFvQ_seg029.wav,"AMERICAN 472, WASHINGTON TOWER. WINDS ARE 320 AT GUSTS 17 ...",Cb47zdaOFvQ,29,115,3,[01:55 - 01:58],61
Cb47zdaOFvQ_seg030.wav,OHH... THEY JUST WENT...,Cb47zdaOFvQ,30,121,1,[02:01 - 02:02],24
Cb47zdaOFvQ_seg031.wav,"TOWER, DID YOU SEE THAT?",Cb47zdaOFvQ,31,124,1,[02:04 - 02:05],24
Cb47zdaOFvQ_seg032.wav,"AMERICAN 3130, GO AROUND, TURN LEFT HEADING 350, CLIMB AND MAINTAIN 3,000.",Cb47zdaOFvQ,32,126,3,[02:06 - 02:09],74
Cb47zdaOFvQ_seg033.wav,"TURN TO LEFT HEADING 350, 3,000, AMERICAN 3130.",Cb47zdaOFvQ,33,130,3,[02:10 - 02:13],47
Cb47zdaOFvQ_seg034.wav,"TOWER, BLUESTREAK 5347 IS ON FINAL. REQUEST RUNWAY 33. CIRCLE TO 33.",Cb47zdaOFvQ,34,135,6,[02:15 - 02:21],68
Cb47zdaOFvQ_seg035.wav,SAY AGAIN THE HEADING FOR AMERICAN 3130.,Cb47zdaOFvQ,35,143,1,[02:23 - 02:24],40
Cb47zdaOFvQ_seg036.wav,CRASH! CRASH! CRASH! THIS IS ALERT 3.,Cb47zdaOFvQ,36,144,2,[02:24 - 02:26],37
Cb47zdaOFvQ_seg037.wav,"AMERICAN 3130, GO AROUND, TURN LEFT HEADING 270, CLIMB AND MAINTAIN 3,000.",Cb47zdaOFvQ,37,145,3,[02:25 - 02:28],74
Cb47zdaOFvQ_seg038.wav,"270 ON THE HEADING, 3,000, AMERICAN 3130.",Cb47zdaOFvQ,38,149,1,[02:29 - 02:30],41
Cb47zdaOFvQ_seg039.wav,CRASH! CRASH! CRASH! THIS IS ALERT 3.,Cb47zdaOFvQ,39,151,1,[02:31 - 02:32],37
Cb47zdaOFvQ_seg040.wav,WHERE IS THE ALERT 3?,Cb47zdaOFvQ,40,160,1,[02:40 - 02:41],21
Cb47zdaOFvQ_seg041.wav,IT IS OFF THE APPROACH END OF RUNWAY 33.,Cb47zdaOFvQ,41,162,2,[02:42 - 02:44],40
Cb47zdaOFvQ_seg042.wav,APPROACH END OF RUNWAY 33. HELICOPTER CRASH.,Cb47zdaOFvQ,42,165,2,[02:45 - 02:47],44
Cb47zdaOFvQ_seg043.wav,HELICOPTER?,Cb47zdaOFvQ,43,169,1,[02:49 - 02:50],11
Cb47zdaOFvQ_seg044.wav,CRASH! CRASH! CRASH! THIS IS ALERT 3. TWO HELICOPTERS.,Cb47zdaOFvQ,44,172,3,[02:52 - 02:55],54
Cb47zdaOFvQ_seg045.wav,HELICOPTER AND CRJ. APPROACH END OF RUNWAY 33.,Cb47zdaOFvQ,45,177,2,[02:57 - 02:59],46
Cb47zdaOFvQ_seg046.wav,(HELICOPETR AND CRJ?),Cb47zdaOFvQ,46,180,1,[03:00 - 03:01],21
Cb47zdaOFvQ_seg047.wav,"THE APPROACH END OF RUNWAY 33, A MILE FINAL.",Cb47zdaOFvQ,47,183,2,[03:03 - 03:05],44
Cb47zdaOFvQ_seg048.wav,CRASH! CRASH! CRASH!,Cb47zdaOFvQ,48,186,1,[03:06 - 03:07],20
Cb47zdaOFvQ_seg049.wav,"HELO AND CRJ, APPROACH END OF 33.",Cb47zdaOFvQ,49,189,2,[03:09 - 03:11],33
Cb47zdaOFvQ_seg050.wav,(HOW MANY SOULS ON BOARD?),Cb47zdaOFvQ,50,193,1,[03:13 - 03:14],26
Cb47zdaOFvQ_seg051.wav,WE DON'T HAVE ANY... WE DON'T HAVE ANY INFORMATION.,Cb47zdaOFvQ,51,196,2,[03:16 - 03:18],51
Cb47zdaOFvQ_seg052.wav,TOWER'S REPORTING A CRJ AND HELICOPTER CRASH IN THE POTOMAC RIVER.,Cb47zdaOFvQ,52,200,5,[03:20 - 03:25],66
Cb47zdaOFvQ_seg053.wav,"TOWER, CAN WE GO AHEAD AND HOLD ALL OPERATIONS SO WE HAVE EMERGENCY UNITS RESPOND.",Cb47zdaOFvQ,53,208,4,[03:28 - 03:32],82
Cb47zdaOFvQ_seg054.wav,WE'RE GONNA GO AHEAD AND SHOW THE AERODROME CLOSED.,Cb47zdaOFvQ,54,213,2,[03:33 - 03:35],51
Cb47zdaOFvQ_seg055.wav,"YEAH, THAT'S AFFIRMATIVE. HOLD ALL OPERATIONS, AERODROME IS CLOSED.",Cb47zdaOFvQ,55,220,2,[03:40 - 03:42],67
Cb47zdaOFvQ_seg056.wav,"AND EVERYBODY JUST... HOLD YOUR POSITION, PLEASE, ON THE FIELD RIGHT NOW.",Cb47zdaOFvQ,56,228,4,[03:48 - 03:52],73
Cb47zdaOFvQ_seg057.wav,"SOUTHWEST 4388, WE'RE READY FOR TAXI.",Cb47zdaOFvQ,57,235,1,[03:55 - 03:56],37
Cb47zdaOFvQ_seg058.wav,EVERYONE'S GONNA HAVE TO HOLD FOR NOW. UMM.. I'LL GET BACK TO YOU JUST AS SOON AS I CAN.,Cb47zdaOFvQ,58,237,5,[03:57 - 04:02],88
Cb47zdaOFvQ_seg059.wav,"FIRE COMMAND, THE ACCIDENT HAPPENED IN THE RIVER.",Cb47zdaOFvQ,59,243,4,[04:03 - 04:07],49
Cb47zdaOFvQ_seg060.wav,BOTH THE HELICOPTER AND THE PLANE CRASHED IN THE RIVER. EAST OF THE APPROACH END OF RUNWAY 33.,Cb47zdaOFvQ,60,248,7,[04:08 - 04:15],94
Cb47zdaOFvQ_seg061.wav,"YES, THE AIRFIELD IS CLOSED. THE AIRFIELD IS CLOSED.",Cb47zdaOFvQ,61,259,3,[04:19 - 04:22],52
Cb47zdaOFvQ_seg062.wav,AND THE RUNWAY AS WELL?,Cb47zdaOFvQ,62,262,1,[04:22 - 04:23],23
Cb47zdaOFvQ_seg063.wav,"YES, ALL THE RUNWAYS ARE CLOSED. NOBODY'S LANDING, NO ONE IS MOVING AT ALL.",Cb47zdaOFvQ,63,263,3,[04:23 - 04:26],75
Cb47zdaOFvQ_seg064.wav,"AND WE HAVE CLEARANCE ACROSS ALL TAXIWAYS AND RUNWAYS, CORRECT?",Cb47zdaOFvQ,64,268,2,[04:28 - 04:30],63
Cb47zdaOFvQ_seg065.wav,"YES, YOU HAVE CLEARANCE TO THE WHOLE FIELD. ALL TAXIWAYS AND RUNWAYS.",Cb47zdaOFvQ,65,271,3,[04:31 - 04:34],69
CeZvHhz8O3w_seg003.wav,"TOWER, AMERICAN 2139 HOLDING SHORT OF 36. WE'LL BE READY TO GO WHEN YOU CAN THEN.",CeZvHhz8O3w,3,10,4,[00:10 - 00:14],81
CeZvHhz8O3w_seg004.wav,"AMERICAN 2139, ROGER.",CeZvHhz8O3w,4,17,2,[00:17 - 00:19],21
CeZvHhz8O3w_seg005.wav,"CESSNA 4R, FOLLOWING A SKYLANE, ABOUT A MILE AHEAD AND TO YOUR LEFT.",CeZvHhz8O3w,5,23,3,[00:23 - 00:26],68
CeZvHhz8O3w_seg006.wav,"LOOKING FOR TRAFFIC, 4R.",CeZvHhz8O3w,6,28,1,[00:28 - 00:29],24
CeZvHhz8O3w_seg007.wav,"CESSNA 5RL, MAKE LEFT TRAFFIC, EXTEND THE DOWNWIND, I'LL CALL YOUR BASE.",CeZvHhz8O3w,7,31,3,[00:31 - 00:34],72
CeZvHhz8O3w_seg008.wav,"LEFT TRAFFIC, EXTEND DOWNWIND, YOU CALL MY BASE, 5LR.",CeZvHhz8O3w,8,35,4,[00:35 - 00:39],53
CeZvHhz8O3w_seg009.wav,"TOWER, AMERICAN 2139, JUST BE ADVISED WE'RE ABOUT 2 MINUTES AWAY FROM HAVING TO GO BACK TO GATE DUE TO FUEL.",CeZvHhz8O3w,9,43,7,[00:43 - 00:50],108
CeZvHhz8O3w_seg010.wav,"AMERICAN 2139, TOWER, ROGER. RUNWAY 36, LINE UP...",CeZvHhz8O3w,10,53,3,[00:53 - 00:56],50
CeZvHhz8O3w_seg011.wav,"LINE UP AND WAIT 36, AMERICAN 2139.",CeZvHhz8O3w,11,57,2,[00:57 - 00:59],35
CeZvHhz8O3w_seg012.wav,"AMERICAN 2139, JUST BE ADVISED, IT'LL BE ABOUT A 30 SECONDS DELAY.",CeZvHhz8O3w,12,64,3,[01:04 - 01:07],66
CeZvHhz8O3w_seg013.wav,"THIS IS A COMMERCIAL AIRPORT, NOT A TOUCH AND GO FIELD.",CeZvHhz8O3w,13,69,5,[01:09 - 01:14],55
CeZvHhz8O3w_seg014.wav,"AMERICAN 2139, YOU CALLED ME ABOUT 10 MINUTES AGO, RIGHT? WE'VE GOT 4 IN THE PATTER, IT HAPPENED 5 MINUTES AGO. NOW YOU TELL ME ONE MINUTE AGO YOU HAVE TWO MINUTES BEFORE YOUR TIME OUT.",CeZvHhz8O3w,14,76,10,[01:16 - 01:26],185
CeZvHhz8O3w_seg015.wav,UNACCEPTABLE!,CeZvHhz8O3w,15,86,1,[01:26 - 01:27],13
CeZvHhz8O3w_seg016.wav,TOUCH AND GOES GONNA LAST 20 MORE SECONDS AND THEN YOU CAN GO.,CeZvHhz8O3w,16,88,2,[01:28 - 01:30],62
CeZvHhz8O3w_seg017.wav,"HEY, DON'T GET IT... DON'T GET RUDE WITH ME.",CeZvHhz8O3w,17,90,2,[01:30 - 01:32],44
CeZvHhz8O3w_seg018.wav,WE DIDN'T KNOW THAT 2 MINUTES AGO.,CeZvHhz8O3w,18,93,1,[01:33 - 01:34],34
CeZvHhz8O3w_seg019.wav,THIS IS A COMMERCIAL AIRPORT!,CeZvHhz8O3w,19,94,2,[01:34 - 01:36],29
CeZvHhz8O3w_seg020.wav,"AMERICAN 2139, FLY RUNWAY HEADING, WIND 080 AT 18, RUNWAY 36 CLEARED FOR TAKEOFF.",CeZvHhz8O3w,20,104,5,[01:44 - 01:49],81
CeZvHhz8O3w_seg021.wav,"RUNWAY HEADING, CLEARED FOR TAKEOFF, AMERICAN 2139.",CeZvHhz8O3w,21,110,3,[01:50 - 01:53],51
CeZvHhz8O3w_seg022.wav,"MADISON TOWER, ARCHER 8262S, RIGHT BASE RUNWAY 3.",CeZvHhz8O3w,22,121,3,[02:01 - 02:04],49
CeZvHhz8O3w_seg023.wav,"ARCHER 62S, MADISON TOWER. MAKE A RIGHT TURN AS SOON AS ABLE AND CHANGE TO RUNWAY 36.",CeZvHhz8O3w,23,124,7,[02:04 - 02:11],85
CeZvHhz8O3w_seg024.wav,"RIGHT TURN AND WE'LL GO ON 36, 62S.",CeZvHhz8O3w,24,131,3,[02:11 - 02:14],35
CeZvHhz8O3w_seg025.wav,"ARCHER 62S, ROGER, THANK YOU FOR THAT. RUNWAY 36, CLEARED TO LAND, WIND 080 AT 9.",CeZvHhz8O3w,25,136,5,[02:16 - 02:21],81
CeZvHhz8O3w_seg026.wav,"36 CLEARED TO LAND, 62S.",CeZvHhz8O3w,26,141,2,[02:21 - 02:23],24
CeZvHhz8O3w_seg027.wav,"ARCHER 42Q, ARCHER TRAFFIC'S AHEAD ABOUT A MILE, WILL BE MANEUVERING TO RUNWAY 36",CeZvHhz8O3w,27,144,5,[02:24 - 02:29],81
CeZvHhz8O3w_seg028.wav,"LOOKING FOR THAT TRAFFIC, 42Q.",CeZvHhz8O3w,28,150,2,[02:30 - 02:32],30
CeZvHhz8O3w_seg029.wav,"AMERICAN 2139, HEADING 320, CONTACT DEPARTURE.",CeZvHhz8O3w,29,153,3,[02:33 - 02:36],46
CeZvHhz8O3w_seg030.wav,"320, OVER TO DEPARTURE, AMERICAN 2139. GOOD DAY.",CeZvHhz8O3w,30,157,3,[02:37 - 02:40],48
CmqNDJ9xI3k_seg003.wav,"CLEVELAND CENTER, XA-JMR, 15,000.",CmqNDJ9xI3k,3,17,5,[00:17 - 00:22],33
CmqNDJ9xI3k_seg004.wav,HAWKER BEECHCRAFT 800XP REGISTRATION: XA-JMR,CmqNDJ9xI3k,4,19,8,[00:19 - 00:27],44
CmqNDJ9xI3k_seg005.wav,"XA-JMR, CLEVELAND CENTER. LANSING ALTIMETER 30.16.",CmqNDJ9xI3k,5,23,4,[00:23 - 00:27],50
CmqNDJ9xI3k_seg006.wav,30.16 IN THE BARO.,CmqNDJ9xI3k,6,28,2,[00:28 - 00:30],18
CmqNDJ9xI3k_seg007.wav,CLEVELAND CENTER.,CmqNDJ9xI3k,7,37,2,[00:37 - 00:39],17
CmqNDJ9xI3k_seg008.wav,"XA-JMR, GO AHEAD.",CmqNDJ9xI3k,8,41,1,[00:41 - 00:42],17
CmqNDJ9xI3k_seg009.wav,"YES, SIR, UMM... JUST FOR... REQUEST A WORK AREA FOR BLOCK 14,000 TO 15,000.",CmqNDJ9xI3k,9,43,9,[00:43 - 00:52],76
CmqNDJ9xI3k_seg010.wav,"UHH... YOU'RE JUST REQUESTING PLACE TO FLY AROUND FOR 15,000?",CmqNDJ9xI3k,10,53,5,[00:53 - 00:58],61
CmqNDJ9xI3k_seg011.wav,"XA-JMR, FLY HEADING 030.",CmqNDJ9xI3k,11,60,3,[01:00 - 01:03],24
CmqNDJ9xI3k_seg012.wav,"HEADING 030, XA-JMR.",CmqNDJ9xI3k,12,65,3,[01:05 - 01:08],20
CmqNDJ9xI3k_seg013.wav,"XA-JMR, DO YOU JUST NEED AN AREA TO FLY AROUND TO GET SOME WORK DONE?",CmqNDJ9xI3k,13,71,5,[01:11 - 01:16],69
CmqNDJ9xI3k_seg014.wav,"YES, SIR, FLY 15,000 BUT UHH... .... 14,000, 15,000 AND AROUND 10 MILES FROM CURRENT POINT.",CmqNDJ9xI3k,14,79,14,[01:19 - 01:33],91
CmqNDJ9xI3k_seg015.wav,"XA-JMR, YOU'RE COMING IN PRETTY BROKEN IN EXACTLY WHAT YOU NEED, SAY IT AGAIN.",CmqNDJ9xI3k,15,95,4,[01:35 - 01:39],78
CmqNDJ9xI3k_seg016.wav,"WE NEED AN AREA OF 10 MILES FROM NOW. UHH... ... BUT WE COULD CLIMB 1,000 OR DESCEND 1,000 FROM OUR ALTITUDE.",CmqNDJ9xI3k,16,101,19,[01:41 - 02:00],109
CmqNDJ9xI3k_seg017.wav,"XA-JMR, I THINK BOTH OF YOU ARE STEPPING ON EACH OTHER AND IT'S COMING IN PRETTY BROKEN HERE. SO ONE AT A TIME. WHAT DO YOU NEED?",CmqNDJ9xI3k,17,120,7,[02:00 - 02:07],129
CmqNDJ9xI3k_seg018.wav,JUST ONE... JUST... HOW DO YOU HEAR ME?,CmqNDJ9xI3k,18,130,3,[02:10 - 02:13],39
CmqNDJ9xI3k_seg019.wav,"XA-JMR, I HEAR YOU LOUD AND CLEAR NOW, SO TRY IT AGAIN.",CmqNDJ9xI3k,19,134,4,[02:14 - 02:18],55
CmqNDJ9xI3k_seg020.wav,"OKAY, SIR. YES, FOR REQUEST A WORK AREA... ... AT 15,000 AND BETWEEN THE 2,000 AND BLOCK .... FOR WORK AREA.",CmqNDJ9xI3k,20,139,17,[02:19 - 02:36],108
CmqNDJ9xI3k_seg021.wav,"XA-JMR, YOU NEED A WORK AREA 15,000 AND ARE YOU DOING A PLUS OR MINUS ALTITUDE, IS THAT WHAT YOU'RE TRYING TO SAY OR NO?",CmqNDJ9xI3k,21,158,8,[02:38 - 02:46],120
CmqNDJ9xI3k_seg022.wav,"AFFIRMATIVE, SIR. BET...",CmqNDJ9xI3k,22,166,2,[02:46 - 02:48],24
CmqNDJ9xI3k_seg023.wav,"BETWEEN 14,000 AND 15,000 AND 16,000 AREA.",CmqNDJ9xI3k,23,169,5,[02:49 - 02:54],42
CmqNDJ9xI3k_seg024.wav,"XA-JMR, FLY HEADING 360.",CmqNDJ9xI3k,24,175,3,[02:55 - 02:58],24
CmqNDJ9xI3k_seg025.wav,"FLY HEADING 360, XA-JMR.",CmqNDJ9xI3k,25,180,2,[03:00 - 03:02],24
CmqNDJ9xI3k_seg026.wav,"XA-JMR, MAINTAIN BLOCK 14,000 THROUGH 16,000.",CmqNDJ9xI3k,26,184,5,[03:04 - 03:09],45
CmqNDJ9xI3k_seg027.wav,"OKAY, 14,000 AND 16,000, XA-JMR.",CmqNDJ9xI3k,27,190,3,[03:10 - 03:13],32
CmqNDJ9xI3k_seg028.wav,"XA-JMR, DO YOU NEED ANYTHING ELSE?",CmqNDJ9xI3k,28,194,2,[03:14 - 03:16],34
