audio_filename,video_id,segment_num,transcription,reason,matched_keywords,duration
Gn0Qb-1EHVc_seg027.wav,Gn0Qb-1EHVc,27,MAP AND ANIMATION CREATED BY A. WYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
Gn0Qb-1EHVc_seg028.wav,Gn0Qb-1EHVc,28,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
HDjiZHsIEqM_seg001.wav,HDjiZHsIEqM,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
HNvSUhHAv6s_seg001.wav,HNvSUhHAv6s,1,ATC AUDIO,metadata,['ATC AUDIO'],
HNvSUhHAv6s_seg002.wav,HNvSUhHAv6s,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
HQ7xbvvf2p4_seg001.wav,HQ7xbvvf2p4,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
HQ7xbvvf2p4_seg002.wav,HQ7xbvvf2p4,2,MAP AND ANIMATION CREATED BY A.TAYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
HQ7xbvvf2p4_seg003.wav,HQ7xbvvf2p4,3,AUDIO SOURCE : WWW.LIVEATC.COM,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
Hf07Tm4ioGc_seg001.wav,Hf07Tm4ioGc,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
ICiLE_8fSec_seg001.wav,ICiLE_8fSec,1,ATC AUDIO,metadata,['ATC AUDIO'],
ICiLE_8fSec_seg002.wav,ICiLE_8fSec,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
ICiLE_8fSec_seg003.wav,ICiLE_8fSec,3,VISUALIZED,metadata,['VISUALIZED'],
INDEIDHGRro_seg001.wav,INDEIDHGRro,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
INDEIDHGRro_seg002.wav,INDEIDHGRro,2,MAP AND ANIMATION CREATED BY A. TEYSSN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
IViwNw3ZgLE_seg001.wav,IViwNw3ZgLE,1,ATC AUDIO,metadata,['ATC AUDIO'],
IViwNw3ZgLE_seg002.wav,IViwNw3ZgLE,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
IViwNw3ZgLE_seg003.wav,IViwNw3ZgLE,3,VISUALIZED,metadata,['VISUALIZED'],
IViwNw3ZgLE_seg004.wav,IViwNw3ZgLE,4,MAP AND ANIMATION CREATED BY A. VEYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
InMJeesfxOE_seg001.wav,InMJeesfxOE,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
JNUvfkupHqk_seg001.wav,JNUvfkupHqk,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
JNUvfkupHqk_seg002.wav,JNUvfkupHqk,2,MAP AND ANIMATION CREATED BY A. WEYSN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
JRYYHaZU06c_seg001.wav,JRYYHaZU06c,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
JRYYHaZU06c_seg002.wav,JRYYHaZU06c,2,MAP AND ANIMATION CREATED BY A. SEYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
Jgw4na3VXDg_seg001.wav,Jgw4na3VXDg,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
JlRYVTVmSa0_seg001.wav,JlRYVTVmSa0,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
JlRYVTVmSa0_seg002.wav,JlRYVTVmSa0,2,MAP AND ANIMATION CREATED BY A. WYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
KB-qpKfu_wM_seg001.wav,KB-qpKfu_wM,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
KB-qpKfu_wM_seg002.wav,KB-qpKfu_wM,2,MAP AND ANIMATION CREATED BY A. TAYSOM AUDIO SOURCE: WWW.LIVEATC.COM,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
KB-qpKfu_wM_seg003.wav,KB-qpKfu_wM,3,ATC AUDIO,metadata,['ATC AUDIO'],
KPoyUGy8X8c_seg001.wav,KPoyUGy8X8c,1,ATC AUDIO,metadata,['ATC AUDIO'],
KPoyUGy8X8c_seg002.wav,KPoyUGy8X8c,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
Ka0aoi979rw_seg001.wav,Ka0aoi979rw,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
Ka0aoi979rw_seg002.wav,Ka0aoi979rw,2,MAP AND ANIMATION CREATED BY A.TAYSIN AUDIO SOURCE : WWW.LIVEATC.COM ATCAUDIO,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.COM', 'ATCAUDIO']",
L5OMl6ec4eY_seg001.wav,L5OMl6ec4eY,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
LZrYbabxKro_seg001.wav,LZrYbabxKro,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
LZrYbabxKro_seg002.wav,LZrYbabxKro,2,MAP AND ANIMATION CREATED BY A. WYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
M5XVxEslp1U_seg001.wav,M5XVxEslp1U,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
MOus-WKpcH4_seg001.wav,MOus-WKpcH4,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
MOus-WKpcH4_seg002.wav,MOus-WKpcH4,2,MAP AND ANIMATION CREATED BY A. TEYSSN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
MmIpPcE35VA_seg001.wav,MmIpPcE35VA,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
MmIpPcE35VA_seg002.wav,MmIpPcE35VA,2,MAP AND ANIMATION CREATED BY A.TRYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
MmIpPcE35VA_seg003.wav,MmIpPcE35VA,3,AUDIO SOURCE: WWW.LIVEATC.COM,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
N00v0cgqXpw_seg001.wav,N00v0cgqXpw,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
N3c_5zbHTts_seg001.wav,N3c_5zbHTts,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
NNA8I0URzVo_seg001.wav,NNA8I0URzVo,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
NNA8I0URzVo_seg002.wav,NNA8I0URzVo,2,MAP AND ANIMATION CREATED BY A. TRYASN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
NNA8I0URzVo_seg003.wav,NNA8I0URzVo,3,ATCAUDIO,metadata,['ATCAUDIO'],
NWIYQsydFwE_seg001.wav,NWIYQsydFwE,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
NWIYQsydFwE_seg002.wav,NWIYQsydFwE,2,MAP AND ANIMATION CREATED BY A. TEYSSEN AUDIO SOURCE: WWW.LIVEATC.NET ATC AUDIO KBWI BALTIMORE/WASHINGTON INTERNATIONAL THURGOOD MARSHALL AIRPORT,metadata,"['ATC AUDIO', 'MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
NyN8obTO2nA_seg001.wav,NyN8obTO2nA,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
NyN8obTO2nA_seg002.wav,NyN8obTO2nA,2,MAP AND ANIMATION CREATED BY A. WYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
PDwGEPBjLMU_seg001.wav,PDwGEPBjLMU,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
PDwGEPBjLMU_seg002.wav,PDwGEPBjLMU,2,MAP AND ANIMATION CREATED BY A. WYSIN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
PDwGEPBjLMU_seg003.wav,PDwGEPBjLMU,3,ATC AUDIO,metadata,['ATC AUDIO'],
PxNjKHBz7Ko_seg001.wav,PxNjKHBz7Ko,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
PxNjKHBz7Ko_seg002.wav,PxNjKHBz7Ko,2,MAP AND ANIMATION CREATED BY A. RYDSIN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
PxNjKHBz7Ko_seg003.wav,PxNjKHBz7Ko,3,ATC AUDIO,metadata,['ATC AUDIO'],
QVXT02h8XYw_seg001.wav,QVXT02h8XYw,1,ATC AUDIO,metadata,['ATC AUDIO'],
QVXT02h8XYw_seg002.wav,QVXT02h8XYw,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
QcGvRNjiFuo_seg001.wav,QcGvRNjiFuo,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
RsTlGMivgE0_seg001.wav,RsTlGMivgE0,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
RsTlGMivgE0_seg002.wav,RsTlGMivgE0,2,MAP AND ANIMATION CREATED BY A.TAYFUN AUDIO SOURCE: WWW.LIVEATC.COM ATC AUDIO,metadata,"['ATC AUDIO', 'MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
SdmbAhb60ec_seg001.wav,SdmbAhb60ec,1,ATC AUDIO,metadata,['ATC AUDIO'],
SdmbAhb60ec_seg002.wav,SdmbAhb60ec,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
SdmbAhb60ec_seg003.wav,SdmbAhb60ec,3,MAP AND ANIMATION CREATED BY A. TEYSSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
T7cOqqlzOZ8_seg001.wav,T7cOqqlzOZ8,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
TFM-mNm9-VE_seg001.wav,TFM-mNm9-VE,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
TFM-mNm9-VE_seg002.wav,TFM-mNm9-VE,2,MAP AND ANIMATION CREATED BY A. IVYSYN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
THSsK2JppAg_seg001.wav,THSsK2JppAg,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
TsIHUfiOHbQ_seg001.wav,TsIHUfiOHbQ,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
TsIHUfiOHbQ_seg002.wav,TsIHUfiOHbQ,2,MAP AND ANIMATION CREATED BY A.TAYSIN AUDIO SOURCE: WWW.LIVEATC.COM,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
TvOOvCLCtLc_seg001.wav,TvOOvCLCtLc,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
TvOOvCLCtLc_seg002.wav,TvOOvCLCtLc,2,ATC AUDIO,metadata,['ATC AUDIO'],
V-rBYrIegiM_seg001.wav,V-rBYrIegiM,1,ATC AUDIO,metadata,['ATC AUDIO'],
V-rBYrIegiM_seg002.wav,V-rBYrIegiM,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
V4bDGZM8r2U_seg001.wav,V4bDGZM8r2U,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
V4bDGZM8r2U_seg002.wav,V4bDGZM8r2U,2,MAP AND ANIMATION CREATED BY A. WYSEN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
VMdu1qEGJhQ_seg001.wav,VMdu1qEGJhQ,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
VStS2L_4BtA_seg001.wav,VStS2L_4BtA,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
VYqtNNt8Qy8_seg001.wav,VYqtNNt8Qy8,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
VYqtNNt8Qy8_seg002.wav,VYqtNNt8Qy8,2,MAP AND VISUALIZATION CREATED BY A. WYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
Vj3EhETpBio_seg001.wav,Vj3EhETpBio,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
WLNRBgQ2p00_seg001.wav,WLNRBgQ2p00,1,ATC AUDIO,metadata,['ATC AUDIO'],
WLNRBgQ2p00_seg002.wav,WLNRBgQ2p00,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
WLNRBgQ2p00_seg003.wav,WLNRBgQ2p00,3,VISUALIZED,metadata,['VISUALIZED'],
WLNRBgQ2p00_seg004.wav,WLNRBgQ2p00,4,MAP AND ANIMATION CREATED BY A. WYSEN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
WLNRBgQ2p00_seg005.wav,WLNRBgQ2p00,5,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
WLNRBgQ2p00_seg006.wav,WLNRBgQ2p00,6,ATC AUDIO,metadata,['ATC AUDIO'],
Wj0cTtaqqis_seg001.wav,Wj0cTtaqqis,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
Wj0cTtaqqis_seg002.wav,Wj0cTtaqqis,2,MAP AND ANIMATION CREATED BY A. WYSIN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
XFOwEscSdRc_seg001.wav,XFOwEscSdRc,1,ATC AUDIO,metadata,['ATC AUDIO'],
XFOwEscSdRc_seg002.wav,XFOwEscSdRc,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
XFOwEscSdRc_seg003.wav,XFOwEscSdRc,3,VISUALIZED,metadata,['VISUALIZED'],
XFOwEscSdRc_seg004.wav,XFOwEscSdRc,4,MAP AND ANIMATION CREATED BY A.TAYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
XFOwEscSdRc_seg005.wav,XFOwEscSdRc,5,AUDIO SOURCE: WWW.LIVEATC.COM,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
XFOwEscSdRc_seg006.wav,XFOwEscSdRc,6,ATCAUDIO,metadata,['ATCAUDIO'],
XGbn6Ytnlno_seg001.wav,XGbn6Ytnlno,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
XGbn6Ytnlno_seg002.wav,XGbn6Ytnlno,2,MAP AND ANIMATION CREATED BY A. WYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
XyTFbbtCf44_seg001.wav,XyTFbbtCf44,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
XyTFbbtCf44_seg002.wav,XyTFbbtCf44,2,MAP AND ANIMATION CREATED BY A. VEYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
YKNEOXiTrb4_seg001.wav,YKNEOXiTrb4,1,ATC AUDIO,metadata,['ATC AUDIO'],
YKNEOXiTrb4_seg002.wav,YKNEOXiTrb4,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
YKNEOXiTrb4_seg003.wav,YKNEOXiTrb4,3,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
YKNEOXiTrb4_seg004.wav,YKNEOXiTrb4,4,VISUALIZED,metadata,['VISUALIZED'],
YKNEOXiTrb4_seg005.wav,YKNEOXiTrb4,5,ATC AUDIO,metadata,['ATC AUDIO'],
YKNEOXiTrb4_seg006.wav,YKNEOXiTrb4,6,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
YKNEOXiTrb4_seg007.wav,YKNEOXiTrb4,7,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
YKNEOXiTrb4_seg008.wav,YKNEOXiTrb4,8,MAP AND ANIMATION CREATED BY A. WYSEN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
YKNEOXiTrb4_seg009.wav,YKNEOXiTrb4,9,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
YKNEOXiTrb4_seg010.wav,YKNEOXiTrb4,10,ATC AUDIO,metadata,['ATC AUDIO'],
YMUoMHN5U6g_seg001.wav,YMUoMHN5U6g,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
YY41x1LwXqw_seg001.wav,YY41x1LwXqw,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
YY41x1LwXqw_seg002.wav,YY41x1LwXqw,2,MAP AND ANIMATION CREATED BY A. TEYSSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
ZBDh_94Yu_Y_seg001.wav,ZBDh_94Yu_Y,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
ZBDh_94Yu_Y_seg002.wav,ZBDh_94Yu_Y,2,VISUALIZED,metadata,['VISUALIZED'],
ZBDh_94Yu_Y_seg003.wav,ZBDh_94Yu_Y,3,MAP AND ANIMATION CREATED BY A. IVYSYN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
ZVZgxe-Xwgg_seg001.wav,ZVZgxe-Xwgg,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
_BGT3FqkKQs_seg001.wav,_BGT3FqkKQs,1,ATC AUDIO,metadata,['ATC AUDIO'],
_BGT3FqkKQs_seg002.wav,_BGT3FqkKQs,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
_BGT3FqkKQs_seg003.wav,_BGT3FqkKQs,3,VISUALIZED,metadata,['VISUALIZED'],
_BGT3FqkKQs_seg004.wav,_BGT3FqkKQs,4,MAP AND ANIMATION CREATED BY A. VEYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
_BGT3FqkKQs_seg005.wav,_BGT3FqkKQs,5,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
_YEOkJ0WdhE_seg001.wav,_YEOkJ0WdhE,1,ATC AUDIO,metadata,['ATC AUDIO'],
_YEOkJ0WdhE_seg002.wav,_YEOkJ0WdhE,2,ATC AUDIO,metadata,['ATC AUDIO'],
_YEOkJ0WdhE_seg003.wav,_YEOkJ0WdhE,3,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
_YEOkJ0WdhE_seg004.wav,_YEOkJ0WdhE,4,VISUALIZED,metadata,['VISUALIZED'],
_YEOkJ0WdhE_seg005.wav,_YEOkJ0WdhE,5,MAP AND ANIMATION CREATED BY A. VEYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
_YEOkJ0WdhE_seg006.wav,_YEOkJ0WdhE,6,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
_YEOkJ0WdhE_seg007.wav,_YEOkJ0WdhE,7,ATC AUDIO,metadata,['ATC AUDIO'],
a17cWqMffAA_seg001.wav,a17cWqMffAA,1,ATC AUDIO,metadata,['ATC AUDIO'],
a17cWqMffAA_seg002.wav,a17cWqMffAA,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
a17cWqMffAA_seg003.wav,a17cWqMffAA,3,VISUALIZED,metadata,['VISUALIZED'],
aYQDFSratyw_seg001.wav,aYQDFSratyw,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
aYQDFSratyw_seg002.wav,aYQDFSratyw,2,MAP AND ANIMATION CREATED BY A. WYSEN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
aYQDFSratyw_seg003.wav,aYQDFSratyw,3,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
aZrkoQgQJgY_seg001.wav,aZrkoQgQJgY,1,ATC AUDIO,metadata,['ATC AUDIO'],
aZrkoQgQJgY_seg002.wav,aZrkoQgQJgY,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
aZrkoQgQJgY_seg003.wav,aZrkoQgQJgY,3,VISUALIZED,metadata,['VISUALIZED'],
aZrkoQgQJgY_seg004.wav,aZrkoQgQJgY,4,MAP AND ANIMATION CREATED BY A.TAYSON,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
aZrkoQgQJgY_seg005.wav,aZrkoQgQJgY,5,AUDIO SOURCE - WWW.LIVEATC.COM,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
b94AAmIQKyw_seg001.wav,b94AAmIQKyw,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
bFHCpTUpj9M_seg001.wav,bFHCpTUpj9M,1,ATC AUDIO,metadata,['ATC AUDIO'],
bFHCpTUpj9M_seg002.wav,bFHCpTUpj9M,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
bFHCpTUpj9M_seg003.wav,bFHCpTUpj9M,3,VISUALIZED,metadata,['VISUALIZED'],
bFHCpTUpj9M_seg004.wav,bFHCpTUpj9M,4,MAP AND ANIMATION CREATED BY A.TAYSON,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
bFHCpTUpj9M_seg005.wav,bFHCpTUpj9M,5,AUDIO SOURCE: WWW.LIVEATC.COM,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
bFHCpTUpj9M_seg006.wav,bFHCpTUpj9M,6,ATCAUDIO,metadata,['ATCAUDIO'],
d8re81dbN0o_seg001.wav,d8re81dbN0o,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
e5QqaQdqHFc_seg001.wav,e5QqaQdqHFc,1,ATC AUDIO,metadata,['ATC AUDIO'],
e5QqaQdqHFc_seg002.wav,e5QqaQdqHFc,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
e5QqaQdqHFc_seg003.wav,e5QqaQdqHFc,3,VISUALIZED,metadata,['VISUALIZED'],
eS0-dt29bpA_seg001.wav,eS0-dt29bpA,1,ATC AUDIO,metadata,['ATC AUDIO'],
eS0-dt29bpA_seg002.wav,eS0-dt29bpA,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
eS0-dt29bpA_seg003.wav,eS0-dt29bpA,3,VISUALIZED,metadata,['VISUALIZED'],
eiwbcg7ivew_seg001.wav,eiwbcg7ivew,1,ATC AUDIO,metadata,['ATC AUDIO'],
eiwbcg7ivew_seg002.wav,eiwbcg7ivew,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
